CTIOCSraw-1-of-6,CTIOCSraw-19970824.tar
CTIOCSraw-1-of-6,CTIOCSraw-19970825.tar
CTIOCSraw-1-of-6,CTIOCSraw-19970826.tar
CTIOCSraw-1-of-6,CTIOCSraw-19970827.tar
CTIOCSraw-1-of-6,CTIOCSraw-19970828.tar
CTIOCSraw-1-of-6,CTIOCSraw-19970829.tar
CTIOCSraw-1-of-6,CTIOCSraw-19970830.tar
CTIOCSraw-2-of-6,CTIOCSraw-20000301.tar
CTIOCSraw-2-of-6,CTIOCSraw-20000302.tar
CTIOCSraw-2-of-6,CTIOCSraw-20000303.tar
CTIOCSraw-3-of-6,CTIOCSraw-20000304.tar
CTIOCSraw-3-of-6,CTIOCSraw-20000305.tar
CTIOCSraw-4-of-6,CTIOCSraw-20000306.tar
CTIOCSraw-4-of-6,CTIOCSraw-20000307.tar
CTIOCSraw-5-of-6,CTIOCSraw-20000308.tar
CTIOCSraw-5-of-6,CTIOCSraw-20000309.tar
CTIOCSraw-5-of-6,CTIOCSraw-20000310.tar
CTIOCSraw-6-of-6,CTIOCSraw-20000311.tar
CTIOCSraw-6-of-6,CTIOCSraw-20000312.tar
CTIOCSraw-6-of-6,CTIOCSraw-20000313.tar
